"","species","read_length","species_sensitivity","species_specificity","species_accuracy","species_precision","genus_sensitivity","genus_specificity","genus_accuracy","genus_precision"
"27","Acinetobacter junii","300",94.5873205741627,100,99.9818358442017,100,99.7906698564593,100,99.9992975188365,100
"28","Acinetobacter lwoffii","75",50.3716883252489,99.99982492752,99.8178181201832,99.9271402550091,98.5776347453563,99.9974832055146,99.9732022008537,99.8458160117898
"29","Acinetobacter lwoffii","150",63.4982584618232,99.9997829199056,99.8671244181212,99.9056963656621,99.1526298998134,99.9954505031242,99.9805980988315,99.7256365967225
"30","Acinetobacter lwoffii","300",73.9043017235075,99.9995635078581,99.9036232974315,99.847020562257,99.4905935599087,99.9933315366717,99.9849460365178,99.5585932048848
"31","Acinetobacter nosocomialis","75",77.3799671679496,99.997392397933,99.9217522047501,98.0893195315229,98.5776347453563,99.9974832055146,99.9732022008537,99.8458160117898
"32","Acinetobacter nosocomialis","150",89.3326555671451,99.997048767656,99.9616249298145,97.8939025343932,99.1526298998134,99.9954505031242,99.9805980988315,99.7256365967225
"33","Acinetobacter nosocomialis","300",92.5871884881738,99.9905310214311,99.9688159214692,94.7045041732134,99.4905935599087,99.9933315366717,99.9849460365178,99.5585932048848
"34","Acinetobacter pittii","75",50.3822656368768,99.997282902729,99.6313001872237,99.3201539533082,98.5776347453563,99.9974832055146,99.9732022008537,99.8458160117898
"35","Acinetobacter pittii","150",69.464239010914,99.9963292678217,99.7711061216703,99.2193968872185,99.1526298998134,99.9954505031242,99.9805980988315,99.7256365967225
"36","Acinetobacter pittii","300",79.9121475856428,99.9867901255361,99.8384289520833,97.3350073619224,99.4905935599087,99.9933315366717,99.9849460365178,99.5585932048848
"37","Actinobacillus pleuropneumoniae","75",68.024670970436,99.9997468549705,99.6584613952472,99.9366253495732,94.8607211315545,99.9960830519396,99.9199398612527,99.7425058112335
"38","Actinobacillus pleuropneumoniae","150",84.9137231753072,99.9997468730326,99.8386390362546,99.949203175141,96.0531383751572,99.9978123754418,99.936345552815,99.8595957437376
"39","Actinobacillus pleuropneumoniae","300",91.2364527773917,99.9998474434857,99.9053692779644,99.9747913257718,96.5348939611787,99.9976028434747,99.9434523235691,99.8340608757551
"40","Actinobacillus porcitonsillarum","75",95.7643944407677,100,99.974393777688,100,96.0998089243565,99.9987889308278,99.9640912741796,99.8598458304134
"41","Actinobacillus porcitonsillarum","150",97.5843812045003,100,99.9853983500136,100,97.6284140721592,99.9993945448491,99.9782975476229,99.9309710078233
"42","Actinobacillus porcitonsillarum","300",98.1088254810883,99.9996971098219,99.9882587412166,99.949298631063,97.9596437831135,99.9988862056571,99.9807322932786,99.8735777496839
"43","Actinobaculum sp. 313","75",99.8807545512185,100,99.9985498705719,100,99.8807545512185,100,99.9985498705719,100
"44","Actinobaculum sp. 313","150",99.9691478665654,100,99.9995249715107,100,99.9691478665654,100,99.9995249715107,100
"45","Actinobaculum sp. 313","300",99.9882561698783,100,99.999912190698,100,99.9882561698783,100,99.999912190698,100
"46","Actinomyces gaoshouyii","75",97.4604837165842,99.9996996007694,99.9942992058695,99.721706864564,99.3113054268035,99.999593945059,99.979395372552,99.9180555778352
"47","Actinomyces gaoshouyii","150",99.7543747170459,100,99.9993999635976,100,99.6327237166534,99.9997491765466,99.987948820734,99.9226963512678
"48","Actinomyces gaoshouyii","300",99.9534161490683,100,99.9998494698328,100,99.7356563532592,99.9989428728487,99.9901156819458,99.6760259179266
"49","Actinomyces graevenitzii","75",0,100,98.7060944733627,100,24.9424611023065,99.998775137349,98.1889521975446,96.9392879939232
"50","Actinomyces graevenitzii","150",0,100,98.7061191963979,100,26.3243763446869,99.9978272484878,98.2495004231067,96.4846431623752
"51","Actinomyces graevenitzii","300",0,100,98.7061568734519,100,27.5905424216214,99.9970817303139,98.3048208283857,93.5514853286925
"52","Actinomyces israelii","75",99.3463660765897,99.9992963360248,99.9897090469089,98.0111320248105,66.197644028723,99.9984883080446,98.6240606415142,99.8563912152687
"53","Actinomyces israelii","150",99.9352664808988,99.9987029495593,99.997852155803,98.6636864548067,67.0430778792335,99.9964495975864,98.6609432334608,99.6676642783114
"54","Actinomyces israelii","300",99.9981316706047,99.997942202978,99.9979358457697,97.2915059039318,67.629501715909,99.99540314852,98.6894266194619,99.5911371051821
"55","Actinomyces naeslundii","75",87.2093733489953,99.9997362576882,99.798802847812,99.6587538555726,81.308656655348,99.993081491457,99.6129216961166,99.6439307838712
"56","Actinomyces naeslundii","150",91.5540863338753,99.9996446947169,99.8665286197916,99.6750058617591,82.4609372182787,99.9843658062851,99.634794299911,99.2117964104415
"57","Actinomyces naeslundii","300",92.912371513819,99.9994690736131,99.8862114324174,99.1185027702732,82.874469348955,99.9801129737292,99.6416890024108,99.0167243221711
"58","Actinomyces oris","75",89.1118077324974,99.9908541518633,99.9387860432179,97.910447761194,98.8083118749626,99.9996895611844,99.959890855115,99.9909099172802
"59","Actinomyces oris","150",97.115987460815,99.9894484663095,99.9756975940618,97.790404040404,99.2964071856287,100,99.9764976732696,100
"60","Actinomyces oris","300",99.0779547359598,99.9912277340733,99.9868544374803,98.1931464174455,99.4713127065185,100,99.9823387862331,100
"61","Actinomyces pacaensis","75",99.6062609239409,99.9973163866231,99.9957524867552,85.7880932712416,34.1332905047697,99.9946803039904,98.8307077931907,92.2184699152738
"62","Actinomyces pacaensis","150",99.8248541228429,99.9952392978696,99.9947374387842,84.1794368460943,34.753410131642,99.9887840943755,98.8460839103209,92.7258998576607
"63","Actinomyces pacaensis","300",99.9918908710594,99.9946581085003,99.9945388352183,85.4149069205722,35.2355368083692,99.985993670195,98.8606290936778,91.4733126149312
"64","Actinomyces procaprae","75",97.558494404883,99.9996987467866,99.9900977422852,99.9218546496483,98.8083118749626,99.9996895611844,99.959890855115,99.9909099172802
"65","Actinomyces procaprae","150",99.720315280956,100,99.9988998910892,100,99.2964071856287,100,99.9764976732696,100
"66","Actinomyces procaprae","300",99.8469387755102,99.9997985118082,99.999197217556,99.9489274770174,99.4713127065185,100,99.9823387862331,100
"67","Actinomyces qiguomingii","75",99.4600431965443,99.9994994223334,99.998999771948,99.4600431965443,98.8083118749626,99.9996895611844,99.959890855115,99.9909099172802
"68","Actinomyces qiguomingii","150",100,99.9998998973948,99.999899990099,99.8921251348436,99.2964071856287,100,99.9764976732696,100
"69","Actinomyces qiguomingii","300",100,99.9997991179268,99.999799304389,99.7842502696872,99.4713127065185,100,99.9823387862331,100
"70","Actinomyces radicidentis","75",98.8166716064218,99.9998495208745,99.9957493053707,99.9486652977413,99.0325008334179,99.9997945726308,99.9783952632401,99.9829767954257
"71","Actinomyces radicidentis","150",99.7824887246178,100,99.999249940145,100,99.5738725720017,100,99.9879488177336,100
"72","Actinomyces radicidentis","300",99.8869617114422,100,99.9995986009738,100,99.6734827645997,99.9999496212526,99.990868340335,99.9875529001743
"73","Actinomyces sp. 432","75",99.3027309703661,99.9997996094388,99.9985996807272,99.8831092928112,98.8083118749626,99.9996895611844,99.959890855115,99.9909099172802
"74","Actinomyces sp. 432","150",99.767576990122,100,99.9995999603961,100,99.2964071856287,100,99.9764976732696,100
"75","Actinomyces sp. 432","300",100,99.999899479707,99.9998996521945,99.9415546464056,99.4713127065185,100,99.9823387862331,100
"76","Actinomyces sp. Chiba101","75",98.0327868852459,99.9997995262806,99.9955989965712,99.9045346062053,98.8083118749626,99.9996895611844,99.959890855115,99.9909099172802
"77","Actinomyces sp. Chiba101","150",99.8126463700234,99.9997995521996,99.9993999405941,99.9062353492733,99.2964071856287,100,99.9764976732696,100
"78","Actinomyces sp. Chiba101","300",100,99.9998994380599,99.9998996521945,99.9528968440886,99.4713127065185,100,99.9823387862331,100
"79","Actinomyces sp. oral taxon 414","75",98.4214390602056,99.999899703926,99.9955989965712,99.9627143922446,98.8083118749626,99.9996895611844,99.959890855115,99.9909099172802
"80","Actinomyces sp. oral taxon 414","150",99.7430249632893,99.9998997169008,99.9991999207922,99.9632082413539,99.2964071856287,100,99.9764976732696,100
"81","Actinomyces sp. oral taxon 414","300",99.7052321296979,99.999798756314,99.9989965219451,99.9261447562777,99.4713127065185,100,99.9823387862331,100
"82","Actinomyces sp. oral taxon 897","75",60.9195402298851,100,99.9863968984929,100,98.8083118749626,99.9996895611844,99.959890855115,99.9909099172802
"83","Actinomyces sp. oral taxon 897","150",78.1609195402299,100,99.9923992475255,100,99.2964071856287,100,99.9764976732696,100
"84","Actinomyces sp. oral taxon 897","300",87.6080691642651,100,99.9956850443638,100,99.4713127065185,100,99.9823387862331,100
"85","Actinomyces sp. Z16","75",98.5365853658537,99.9998999361593,99.9992998403636,99.7530864197531,98.8083118749626,99.9996895611844,99.959890855115,99.9909099172802
"86","Actinomyces sp. Z16","150",99.0243902439024,100,99.9995999603961,100,99.2964071856287,100,99.9764976732696,100
"87","Actinomyces sp. Z16","300",100,99.9998996108918,99.9998996521945,99.7566909975669,99.4713127065185,100,99.9823387862331,100
"88","Aerococcus christensenii","75",97.9696375137529,99.999758802481,99.8926254343367,99.9865941142486,98.1499291933507,99.9981674529144,99.8946255758139,99.9067339209297
"89","Aerococcus christensenii","150",98.5758783957453,99.9995297768186,99.9249815343338,99.9743719329816,98.6800384426995,99.9984726953272,99.9252690534599,99.9262539112563
"90","Aerococcus christensenii","300",98.7771486915066,99.999639576199,99.9342693595291,99.9700031443355,98.8860965724272,99.998512768422,99.9333160282873,99.9086291728308
"91","Aerococcus sanguinicola","75",99.5066948555321,100,99.9992998403636,100,98.7841265105177,99.9989861775447,99.9826960547005,99.9245453859504
"92","Aerococcus sanguinicola","150",99.7181113460183,100,99.9995999603961,100,99.4630071599045,99.9970602933827,99.989899000001,99.7830153385709
"93","Aerococcus sanguinicola","300",99.9290780141844,100,99.9998996521945,100,99.4908274054661,99.9954230104589,99.9886606979792,99.6624662466247
"94","Aerococcus urinae","75",90.4950495049505,100,99.9903978107008,100,98.7841265105177,99.9989861775447,99.9826960547005,99.9245453859504
"95","Aerococcus urinae","150",97.6237623762376,100,99.9975997623765,100,99.4630071599045,99.9970602933827,99.989899000001,99.7830153385709
"96","Aerococcus urinae","300",99.5039682539683,100,99.9994982609725,100,99.4908274054661,99.9954230104589,99.9886606979792,99.6624662466247
"97","Aerococcus urinaeequi","75",95.2958698739611,99.9998659291947,99.9738624097343,99.9736617863147,99.0379674851777,99.9992264457209,99.9909316161838,99.8893617567145
"98","Aerococcus urinaeequi","150",98.5029305990265,99.9999330006817,99.9917326980823,99.9861916597625,99.6716039548175,99.9989195831881,99.9957662769967,99.9078175079672
"99","Aerococcus urinaeequi","300",98.975735218412,99.9999327695387,99.9941463754266,99.9862769315219,99.7916569237877,99.9983398623657,99.9958857377928,99.8607896322767
"100","Aeromonas sobria","75",0,100,98.3586431151907,100,96.5967152509118,99.9986613974615,99.9370873706308,99.5252821756138
"101","Aeromonas sobria","150",0,100,98.358681100021,100,98.2705291045459,99.9979130073438,99.9698667337144,99.0131939026415
"102","Aeromonas sobria","300",0,100,98.3594440770501,100,98.8744126484184,99.9976227677069,99.9790154522289,98.6169778296932
"103","Aggregatibacter actinomycetemcomitans","75",98.5287885209178,99.9994914771572,99.9751939721352,99.9692855826525,99.3352547415396,99.9987733134338,99.9844962325845,99.9438754033955
"104","Aggregatibacter actinomycetemcomitans","150",99.551976751226,99.9998983088766,99.9924991524042,99.9939187545609,99.8419486798066,99.9995911588093,99.9961995705515,99.9813797597989
"105","Aggregatibacter actinomycetemcomitans","300",99.7871564096327,99.9998979635567,99.9963873049897,99.9939061547837,99.925324372258,99.9994872110434,99.9978925945773,99.9766518795237
"106","Aggregatibacter aphrophilus","75",97.2845160027419,99.9993704561741,99.9694688636537,99.8482925881719,98.7338338961812,99.9990098458246,99.9812210805828,99.8947475164691
"107","Aggregatibacter aphrophilus","150",99.1560614435179,99.9997716699053,99.9907990558505,99.9687412361324,99.6032665685818,99.9995926835082,99.9937993609325,99.9566060622297
"108","Aggregatibacter aphrophilus","300",99.490555596565,99.9997215068435,99.9944302466771,99.9289519359499,99.7861589447723,99.9996162700971,99.9965126635008,99.9579606927435
"109","Aggregatibacter segnis","75",83.7818909028349,100,99.9102697852617,100,98.767669155281,99.9993527759834,99.9888183013925,99.8893276210468
"110","Aggregatibacter segnis","150",93.9101072671055,100,99.9639977483324,100,99.5435450487324,99.9998178674225,99.9962397262181,99.9675630147482
"111","Aggregatibacter segnis","300",95.9118787143122,99.9999598002474,99.9771599517878,99.9713672154617,99.7425828225916,99.9997967535595,99.997972904946,99.9650516076605
"112","Aichivirus A","75",100,100,100,100,100,100,100,100
"113","Aichivirus A","150",100,100,100,100,100,100,100,100
"114","Aichivirus A","300",100,100,100,100,100,100,100,100
"115","Akkermansia muciniphila","75",96.7905002988974,100,99.8877051836188,100,99.9492923960101,100,99.9989832247208,100
"116","Akkermansia muciniphila","150",97.4796166975363,100,99.9125611853542,100,99.9996814444583,100,99.9999666645999,100
"117","Akkermansia muciniphila","300",98.002128724419,100,99.9311237885245,100,100,100,100,100
"118","Aliarcobacter cryaerophilus","75",97.299523454193,99.9999864026256,99.962127321621,99.9941951587624,98.7434878727271,99.9998933063152,99.9771130369106,99.8272903278581
"119","Aliarcobacter cryaerophilus","150",99.5326571686841,99.9999237760331,99.9926197936348,99.9701482209402,99.7980497347012,99.9998312362679,99.9965490870167,99.9327416076502
"120","Aliarcobacter cryaerophilus","300",99.6301009723619,99.9998966062845,99.9957541921188,99.8199081108204,99.7959578972851,99.999739418756,99.9986690593629,99.6086579983889
"121","Alistipes communis","75",96.7563546452445,99.999972681919,99.9604355810628,99.9987558536837,97.6497701071795,99.9996611645861,99.9703900272738,99.9110992586026
"122","Alistipes communis","150",97.4706021188636,99.9999865924204,99.9694779877834,99.9967099724492,97.7189894834664,99.9995400760377,99.9721981615021,99.8124742754897
"123","Alistipes communis","300",97.8153644452248,99.9999187290977,99.9729788216519,99.9370829439442,97.9134107867949,99.9988348017532,99.973139375784,99.4902063667781
"124","Alloprevotella tannerae","75",0,100,99.7401230006608,100,0,100,99.7401230006608,100
"125","Alloprevotella tannerae","150",0,100,99.7401591860168,100,0,100,99.7401591860168,100
"126","Alloprevotella tannerae","300",0,100,99.7401433586752,100,0,100,99.7401433586752,100
"127","Alphapapillomavirus 9","75",98.9229494614747,100,99.998699869987,100,98.9229494614747,100,99.998699869987,100
"128","Alphapapillomavirus 9","150",100,100,100,100,100,100,100,100
"129","Alphapapillomavirus 9","300",100,100,100,100,100,100,100,100
"130","Alteromonas australica","75",58.0847228797204,100,98.8233619251737,100,99.7531773173828,99.9998317379186,99.9933795159554,99.9707739883739
"131","Alteromonas australica","150",80.2367307836677,100,99.4423833271107,100,99.9402345758001,99.9999491779596,99.9979799158024,99.9907307032561
"132","Alteromonas australica","300",92.6554147304851,100,99.7959554674306,100,99.960021198174,99.9998284103549,99.9987623855949,99.9844420745597
"133","Aminipila terrae","75",99.6855886954125,100,99.9976664083033,100,99.8834923536897,100,99.9990332271879,100
"134","Aminipila terrae","150",99.8695720449317,100,99.9992666205971,100,99.9635000309847,100,99.9998666570659,100
"135","Aminipila terrae","300",99.9875621890547,100,99.9997992981456,100,100,100,100,100
"136","Anaerocolumna sedimenticola","75",99.4789446192156,100,99.9985331765155,100,99.9439627426609,99.9999666481564,99.9996999655289,99.8983739837398
"137","Anaerocolumna sedimenticola","150",99.8425713781894,100,99.9993999661981,100,99.9856815578465,100,99.9999666645665,100
"138","Anaerocolumna sedimenticola","300",99.9676981810386,100,99.9998661962461,100,100,100,100,100
"139","Anaerostipes hadrus","75",94.1134657248212,99.9998997534672,99.9863976027238,99.9518723782862,94.8371869072832,99.9997993638826,99.9851473240609,99.9173558972006
"140","Anaerostipes hadrus","150",96.6959882713581,99.9996492393865,99.9917993146389,99.8232323232323,97.2764390308969,99.9996490963717,99.9914492799854,99.8364380294432
"141","Anaerostipes hadrus","300",97.6379474431988,99.9989944016991,99.9934270721173,99.4922840848378,97.9548815877905,99.9988933900971,99.9927246346592,99.4850142271411
"142","Anaerostipes rhamnosivorans","75",97.9896413996071,99.999949917464,99.9903487634202,99.9639509733237,97.1014612741648,99.9998490628412,99.9839471635406,99.9696751792069
"143","Anaerostipes rhamnosivorans","150",99.1007082122172,100,99.9935995823723,100,98.0395843360504,99.9998490780464,99.9883990603201,99.970119127477
"144","Anaerostipes rhamnosivorans","300",99.018062856565,100,99.9939789630987,100,98.4315259278118,99.99969769797,99.9902159281969,99.9262718112558
"145","Arachnia propionica","75",99.5136362651695,100,99.9945992398085,100,99.7266081327197,100,99.9969662449317,100
"146","Arachnia propionica","150",99.7934614116991,100,99.9976998496896,100,99.8621932259646,100,99.9984665640593,100
"147","Arachnia propionica","300",99.9096398761721,99.9998647312413,99.9988626939892,99.9876953365325,99.93666589027,99.9998647312413,99.9991637480465,99.9876976071846
"148","Arthrobacter alpinus","75",99.4580548904016,99.9999330767496,99.9975997001574,99.9820836692645,99.7827926785362,99.9996314180163,99.9984664865765,99.8921202530491
"149","Arthrobacter alpinus","150",99.8294492199734,100,99.9991332767962,100,99.9689303318657,99.999966324796,99.9997666526325,99.9966950889021
"150","Arthrobacter alpinus","300",99.9324319498614,100,99.9995651461835,100,99.9734950137495,99.9999665001725,99.999698948259,99.9778516057586
"151","Bacillus cereus","75",12.0639534883721,99.988789731394,99.9282836486719,42.5641025641026,98.8861788617886,99.9981541717769,99.9707933408817,99.9260598093986
"152","Bacillus cereus","150",18.8953488372093,99.9822860591285,99.9264927227796,42.3452768729642,99.4146579407341,99.9990772070132,99.98469848515,99.9632142565193
"153","Bacillus cereus","300",29.5918367346939,99.9719836762237,99.9235349722137,42.1161825726141,99.747145187602,99.9987654498804,99.9925742623934,99.950960359624
"154","Bacillus cytotoxicus","75",97.6968565203859,99.9992953109994,99.9844964651941,99.8886237072395,98.8861788617886,99.9981541717769,99.9707933408817,99.9260598093986
"155","Bacillus cytotoxicus","150",99.1753539754162,99.9993960586789,99.9940994158422,99.9059561128527,99.4146579407341,99.9990772070132,99.98469848515,99.9632142565193
"156","Bacillus cytotoxicus","300",99.687792694349,99.9978790621011,99.9958857399748,99.6722334946153,99.747145187602,99.9987654498804,99.9925742623934,99.950960359624
"157","Bacillus mycoides","75",49.143593522026,99.9988431479654,99.4788268968793,99.591329068941,98.9829148352389,99.9982142442158,99.9777458594549,99.9050410931288
"158","Bacillus mycoides","150",71.0923735885455,99.9987422532975,99.6994781346322,99.7035063093678,99.4739212171704,99.9989803162912,99.9883489905591,99.9442506112454
"159","Bacillus mycoides","300",84.5415946830801,99.99651815856,99.8374831374885,99.2928878868621,99.7887463180138,99.9990262248745,99.9946815163617,99.9516997748657
"160","Bacillus pseudomycoides","75",96.6216216216216,99.9981979889557,99.9951989053504,97.9452054794521,98.8861788617886,99.9981541717769,99.9707933408817,99.9260598093986
"161","Bacillus pseudomycoides","150",98.6486486486486,99.9977978264547,99.9965996633667,97.5501113585746,99.4146579407341,99.9990772070132,99.98469848515,99.9632142565193
"162","Bacillus pseudomycoides","300",99.4350282485876,99.9956812089401,99.9951833053363,95.34127843987,99.747145187602,99.9987654498804,99.9925742623934,99.950960359624
"163","Bacillus pumilus","75",1.19341563786008,99.9998997334916,99.7597452219106,96.6666666666667,98.8861788617886,99.9981541717769,99.9707933408817,99.9260598093986
"164","Bacillus pumilus","150",2.51028806584362,99.9995989858352,99.762676504974,93.8461538461538,99.4146579407341,99.9990772070132,99.98469848515,99.9632142565193
"165","Bacillus pumilus","300",4.17182982238744,99.9991952625104,99.7663903088103,92.6605504587156,99.747145187602,99.9987654498804,99.9925742623934,99.950960359624
"166","Bacillus subtilis","75",3.8410565178639,99.9997825152225,97.980335832748,99.3150035173001,98.9007482370802,99.9976396521741,99.9714090959204,99.7728687205113
"167","Bacillus subtilis","150",6.71364699117714,99.999924170867,98.0380293840501,99.8382548220285,99.2934466554901,99.9992675532327,99.9827863923343,99.9420484590434
"168","Bacillus subtilis","300",17.5804346992122,99.9999107801339,98.2696562930288,99.9256850715249,99.6324222378218,99.9993960314507,99.9910058506324,99.9455308407023
"169","Bacillus thuringiensis","75",6.32763401990983,99.9994887483368,99.0811572139481,98.1825024293514,99.0104760307639,99.9972540688054,99.9852147555138,99.2817543792068
"170","Bacillus thuringiensis","150",11.3814536063911,99.9994239044134,99.1188364558321,98.8806149990361,99.2869687820921,99.9957343223186,99.9874639492999,98.8713767369832
"171","Bacillus thuringiensis","300",19.823638333566,99.9989811699932,99.1875886441385,98.895505539338,99.7176613995124,99.9927588415455,99.9894997354619,97.8952704433146
"172","Bacillus velezensis","75",4.13633999118294,99.9997982097767,99.1644939990648,97.4935900505191,98.9686363682465,99.9992589632206,99.9874317024213,99.9232317759602
"173","Bacillus velezensis","150",7.73244502924527,99.9999332837632,99.1935192542367,98.8304093567251,99.1261688589835,99.9996623697405,99.9893992314713,99.9706762404856
"174","Bacillus velezensis","300",19.5539273512149,99.9999330561187,99.2996937280726,99.4623655913979,99.562502989112,99.9995274940325,99.9944138411159,99.9472302417562
"175","Bacteroides caccae","75",84.2658093519124,99.9990414676997,99.8776709679534,99.8632052930128,94.8896437941085,99.9975370782392,99.7299856678094,99.939319833491
"176","Bacteroides caccae","150",85.7435160867209,99.999142781918,99.8883879590959,99.8734138396573,95.5930698838361,99.9966436098604,99.7675747986574,99.9191569403191
"177","Bacteroides caccae","300",87.2696660589716,99.9985316639485,99.8997996564948,99.8081239361015,96.4206009904061,99.9913011781239,99.8056702512979,99.7993432239849
"178","Bacteroides caecimuris","75",80.4444444444444,99.999099389386,99.9902977878956,97.5741239892183,95.0906587773514,99.9966861115973,99.8291610487191,99.9015233112787
"179","Bacteroides caecimuris","150",90.4444444444444,99.9990995056286,99.994799485149,97.8365384615385,95.676625659051,99.9956510979425,99.8481849703121,99.8715831957439
"180","Bacteroides caecimuris","300",94.4444444444444,99.9975905646512,99.9950829575308,94.6547884187082,96.4799905976377,99.9896103896104,99.869748548469,99.6963808598494
"181","Bacteroides cellulosilyticus","75",86.439477032761,99.9991432939757,99.905077314124,99.8327412660757,94.8896437941085,99.9975370782392,99.7299856678094,99.939319833491
"182","Bacteroides cellulosilyticus","150",93.2724029012012,99.9997476993009,99.9528948500352,99.9645229481065,95.5930698838361,99.9966436098604,99.7675747986574,99.9191569403191
"183","Bacteroides cellulosilyticus","300",94.297382648168,99.9992936242932,99.9597089470764,99.8335212202526,96.4206009904061,99.9913011781239,99.8056702512979,99.7993432239849
"184","Bacteroides fragilis","75",94.6548697360052,99.9970896039243,99.9738856603418,97.1472271279519,96.4684281507543,99.9908824436135,99.9487301542908,87.443418743202
"185","Bacteroides fragilis","150",96.4976690438614,99.9945457267428,99.978845809147,95.3015965954239,97.0279604979276,99.9804259510248,99.9442941893983,81.4147094054141
"186","Bacteroides fragilis","300",96.9297679670807,99.9859857574015,99.9732960189501,92.332502036469,96.8700471166053,99.9635438802113,99.9323784387662,74.6410244947599
"187","Bacteroides heparinolyticus","75",90.9066983933169,99.9993644746783,99.9718606526078,99.7681399593743,95.4851146420817,99.9963542830698,99.8160233580284,98.8334204295345
"188","Bacteroides heparinolyticus","150",94.4431797208497,99.9995650265077,99.9830316560612,99.8648530863104,96.1981968239658,99.9944563300049,99.8402162279191,98.1408529857415
"189","Bacteroides heparinolyticus","300",96.0514801371916,99.9995634774304,99.9876568376283,99.8721495384917,96.9546002836229,99.9869961720507,99.8620842569326,96.1910151407762
"190","Bacteroides intestinalis","75",93.6325162567498,99.9997988909989,99.9528685569195,99.9470734508874,97.0657153221542,99.9961099664796,99.8586422867066,99.6995920681764
"191","Bacteroides intestinalis","150",97.440227475207,99.9998743987696,99.9817986093326,99.9653604854864,97.5879419193687,99.9962185834054,99.8795621495889,99.7706092089746
"192","Bacteroides intestinalis","300",98.8932199556347,99.9997979945015,99.992097418483,99.9639628682281,98.079719490418,99.9887306191686,99.894706770131,99.3360412407464
