"","species","read_length","species_sensitivity","species_specificity","species_accuracy","species_precision","genus_sensitivity","genus_specificity","genus_accuracy","genus_precision"
"35","Human coronavirus HKU1","150",99.7943386806969,99.9996966296534,99.9990687601805,99.8752019382482,87.6008032037639,100,99.749062555286,100
"36","Human coronavirus HKU1","300",100,99.9999738419026,99.9999739921977,99.9954738843125,92.4515505412175,100,99.8481290924016,100
"37","Human coronavirus NL63","75",97.8579880584339,100,99.9897105097294,100,98.3469731269099,99.9992583147626,99.9849533781479,99.9493418949226
"38","Human coronavirus NL63","150",99.9690275014303,100,99.99984902521,100,99.9790027324735,99.9997703918202,99.9995973434064,99.975905318918
"39","Human coronavirus NL63","300",100,100,100,100,100,99.9998153049406,99.9998179848932,99.9835526207618
"40","Human immunodeficiency virus 2","75",99.1135948655106,100,99.9779230560952,100,99.1135948655106,100,99.9779230560952,100
"41","Human immunodeficiency virus 2","150",100,100,100,100,100,100,100,100
"42","Human immunodeficiency virus 2","300",100,100,100,100,100,100,100,100
"43","Human mastadenovirus B","75",98.5026462960271,99.9988454416626,99.9845125593281,99.8481334977597,98.517363759934,100,99.9542649655069,100
"44","Human mastadenovirus B","150",99.9881556437248,99.9994441315187,99.9993680638972,99.9246418280211,99.9885520653458,100,99.9997310599628,100
"45","Human mastadenovirus B","300",100,99.999991123141,99.9999912398687,99.9993338396152,100,100,100,100
"46","Human mastadenovirus C","75",98.3690977211918,99.9999590089346,99.9773440167293,99.9965660233135,98.516535436652,100,99.945559005875,100
"47","Human mastadenovirus C","150",99.978734438823,99.9999896997901,99.9998184863284,99.9991598756616,99.9874958281929,100,99.9996973155502,100
"48","Human mastadenovirus C","300",100,100,100,100,100,100,100,100
"49","Human mastadenovirus E","75",97.3438260283145,99.9999591340895,99.9701725407221,99.9957264529584,98.516535436652,100,99.945559005875,100
"50","Human mastadenovirus E","150",99.920232816935,99.9999797052492,99.9991907916975,99.9982875246168,99.9874958281929,100,99.9996973155502,100
"51","Human mastadenovirus E","300",99.9996604760126,100,99.9999894878424,100,100,100,100,100
"52","Human orthorubulavirus 2","75",99.4848347206736,100,99.9969306841757,100,98.6854822419036,100,99.959968377158,100
"53","Human orthorubulavirus 2","150",100,100,100,100,99.9945291631002,100,99.9998238055914,100
"54","Human orthorubulavirus 2","300",100,100,100,100,100,100,100,100
"55","Human orthorubulavirus 4","75",98.6634674162334,100,99.9914226064345,100,98.6854822419036,100,99.959968377158,100
"56","Human orthorubulavirus 4","150",100,100,100,100,99.9945291631002,100,99.9998238055914,100
"57","Human orthorubulavirus 4","300",100,100,100,100,100,100,100,100
"58","Human rhinovirus sp.","75",0,100,99.9366935794816,100,62.3010396279025,100,99.0535747404808,100
"59","Human rhinovirus sp.","150",0,100,99.9366945662452,100,63.6065112084702,100,99.0922680473002,100
"60","Human rhinovirus sp.","300",0,100,99.9210756270119,100,55.4656349027212,100,98.9079875175242,100
"61","Macacine alphaherpesvirus 1","75",20.310421286031,100,99.9099361433724,100,38.3592017738359,100,99.9303345794589,100
"62","Macacine alphaherpesvirus 1","150",37.710970464135,100,99.8816425725954,100,58.1751054852321,100,99.9205271465437,100
"63","Macacine alphaherpesvirus 1","300",52.4770642201835,100,99.9463733142017,100,71.0091743119266,100,99.9672856511346,100
"64","Mammalian orthorubulavirus 5","75",94.9235508540713,100,99.9760666314299,100,98.6854822419036,100,99.959968377158,100
"65","Mammalian orthorubulavirus 5","150",99.9615725359911,100,99.9998238055914,100,99.9945291631002,100,99.9998238055914,100
"66","Mammalian orthorubulavirus 5","300",100,100,100,100,100,100,100,100
"67","Mumps orthorubulavirus","75",99.6127047435344,100,99.9955484551178,100,98.6854822419036,100,99.959968377158,100
"68","Mumps orthorubulavirus","150",100,100,100,100,99.9945291631002,100,99.9998238055914,100
"69","Mumps orthorubulavirus","300",100,100,100,100,100,100,100,100
"70","Norwalk virus","75",99.5398773006135,100,99.9995489289317,100,99.5398773006135,100,99.9995489289317,100
"71","Norwalk virus","150",100,100,100,100,100,100,100,100
"72","Norwalk virus","300",100,100,100,100,100,100,100,100
"73","Parechovirus A","75",3.07099220800328,100,98.809992494137,100,3.07099220800328,100,98.809992494137,100
"74","Parechovirus A","150",6.74585978423468,100,98.8566431354213,100,6.74585978423468,100,98.8566431354213,100
"75","Parechovirus A","300",11.4968024056444,100,98.9163412571383,100,11.4975077535926,100,98.9163585114078,100
"76","Primate erythroparvovirus 1","75",97.7872718111773,100,99.9923312845298,100,97.9258685922897,100,99.99293184719,100
"77","Primate erythroparvovirus 1","150",99.9772713457531,100,99.9998986252408,100,99.9978701652752,100,99.9999869447743,100
"78","Primate erythroparvovirus 1","300",100,100,100,100,100,100,100,100
"79","Rhinovirus A","75",98.5671638735774,99.9988079505829,99.9878119492944,97.4489262181773,77.0628865202699,100,98.8352389344666,100
"80","Rhinovirus A","150",99.9904664688408,99.9981097470711,99.9980509381859,98.1248737526878,78.3793209494987,100,98.8833591025474,100
"81","Rhinovirus A","300",100,99.9979426538257,99.9979604035868,95.9904156441365,79.1932827706717,100,98.9258578966715,100
"82","Rhinovirus B","75",99.9307479224377,99.9999748514222,99.9998993527518,99.9631540162122,57.042953580822,100,97.677568125128,100
"83","Rhinovirus B","150",100,100,100,100,58.7421852179689,100,97.7693243957365,100
"84","Rhinovirus B","300",100,99.9999220420007,99.9999220951218,99.8859315589354,60.2685358015664,100,97.8538127895125,100
"85","Rhinovirus C","75",99.8621791397084,99.9999899680583,99.9993361514007,98.9473684210526,62.3010396279025,100,99.0535747404808,100
"86","Rhinovirus C","150",100,100,100,100,63.6065112084702,100,99.0922680473002,100
"87","Rhinovirus C","300",100,100,100,100,64.372507922177,100,99.1263900140194,100
"88","Rubivirus rubellae","75",32.6232206753507,100,99.3736861962623,100,32.6232206753507,100,99.3736861962623,100
"89","Rubivirus rubellae","150",66.529142327018,100,99.2455274104242,100,66.529142327018,100,99.2455274104242,100
"90","Rubivirus rubellae","300",89.3229355306831,100,99.9010645255708,100,89.3229355306831,100,99.9010645255708,100
"91","Severe acute respiratory syndrome-related coronavirus","75",99.6783907411173,100,99.9939051802073,100,79.4465016032925,100,99.3860266036942,100
"92","Severe acute respiratory syndrome-related coronavirus","150",99.9992169437547,100,99.9999845767129,100,86.0903504501098,100,99.5824728216919,100
"93","Severe acute respiratory syndrome-related coronavirus","300",100,100,100,100,91.515471593748,100,99.7459741281439,100
