accession_id,is_pathogen,accession_taxid,superkingdom,phylum,class,order,family,genus,species,superkingdom_taxid,phylum_taxid,class_taxid,order_taxid,family_taxid,genus_taxid,species_taxid
NZ_AP018768.1,1,727,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,2,1224,1236,135625,712,724,727
NZ_CP035368.2,1,729,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae,2,1224,1236,135625,712,724,729
NZ_CP065999.1,1,502,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingella denitrificans,2,1224,28216,206351,481,32257,502
NC_013203.1,0,1382,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella parvula,2,201174,84998,84999,1643824,2767353,1382
NZ_AP019831.1,0,109328,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia trevisanii,2,32066,203490,203491,1129771,32067,109328
NZ_AP019829.2,0,157687,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia wadei,2,32066,203490,203491,1129771,32067,157687
NZ_CP101528.1,0,1270,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus,2,201174,1760,85006,1268,1269,1270
NZ_CP014234.1,1,34062,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella osloensis,2,1224,1236,2887326,468,475,34062
NZ_CP053939.1,1,488,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria mucosa,2,1224,28216,206351,481,482,488
NZ_CP073114.1,0,28449,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria subflava,2,1224,28216,206351,481,482,28449
NZ_CP092048.1,1,837,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,2,976,200643,171549,171551,836,837
NC_019960.1,0,52227,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella dentalis,2,976,200643,171549,171552,838,52227
NZ_CP024696.1,1,28131,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,2,976,200643,171549,171552,838,28131
NZ_CP072363.1,0,1177574,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella jejuni,2,976,200643,171549,171552,838,1177574
AP018050.1,1,28132,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica,2,976,200643,171549,171552,838,28132
NZ_CP072390.1,0,589437,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella scopos,2,976,200643,171549,171552,838,589437
NZ_CP079201.1,0,2047,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,2,201174,1760,85006,1268,32207,2047
NZ_CP079822.1,1,43675,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia mucilaginosa,2,201174,1760,85006,1268,32207,43675
NZ_CP102197.1,1,1660,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia odontolytica,2,201174,1760,2037,2049,2529408,1660
NZ_CP060204.1,0,2754044,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas timonae,2,1239,909932,909929,1843491,970,2754044
NZ_CP012071.1,0,712538,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sp. oral taxon 478,2,1239,909932,909929,1843491,970,712538
NZ_LS483444.1,0,113107,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus australis,2,1239,91061,186826,1300,1301,113107
NC_015875.1,0,257758,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudopneumoniae,2,1239,91061,186826,1300,1301,257758
NZ_CP009913.1,0,1304,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,2,1239,91061,186826,1300,1301,1304
NZ_CP079193.1,1,1307,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,2,1239,91061,186826,1300,1301,1307
NZ_CP009227.1,0,1539298,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema sp. OMZ 838,2,203691,203692,136,2845253,157,1539298
NZ_CAKAHJ010000001.1,0,249061,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,uncultured Actinomyces sp.,2,201174,1760,2037,2049,1654,249061
NZ_CALGPY010000005.1,0,218934,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,uncultured Campylobacter sp.,2,29547,3031852,213849,72294,194,218934
NZ_CAKOJV010000001.1,0,159267,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,uncultured Fusobacterium sp.,2,32066,203490,203491,203492,848,159267
NZ_CABPWA010000001.1,0,169971,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptostreptococcus,uncultured Peptostreptococcus sp.,2,1239,186801,186802,186804,1257,169971
NZ_CAJTJS010000001.1,0,159272,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,uncultured Prevotella sp.,2,976,200643,171549,171552,838,159272
NZ_CAMNMG010000001.1,0,83427,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured Streptococcus sp.,2,1239,91061,186826,1300,1301,83427
NZ_CALHUL010000006.1,0,162155,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,uncultured Treponema sp.,2,203691,203692,136,2845253,157,162155
NZ_CP020566.1,0,39777,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella atypica,2,1239,909932,1843489,31977,29465,39777
NZ_LR134375.1,0,39778,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella dispar,2,1239,909932,1843489,31977,29465,39778
NZ_AP022321.1,0,2682456,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella nakazawae,2,1239,909932,1843489,31977,29465,2682456
NZ_CP019721.1,1,29466,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula,2,1239,909932,1843489,31977,29465,29466
NZ_JAGZUH010000001.1,0,1926307,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp.,2,1239,909932,1843489,31977,29465,1926307
CP097095.1,1,55565,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces graevenitzii,2,201174,1760,2037,2049,1654,55565
NZ_CP124548.1,1,1659,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces israelii,2,201174,1760,2037,2049,1654,1659
NZ_CP012072.1,1,52773,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia meyeri,2,201174,1760,2037,2049,2529408,52773
NZ_CP082871.1,0,76517,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter hominis,2,29547,3031852,213849,72294,194,76517
NC_001464.1,0,12890,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Pospiviroidae,Pospiviroid,Citrus exocortis viroid,10239,,,,185751,185753,12890
NZ_CP073092.1,0,38304,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium tuberculostearicum,2,201174,1760,85007,1653,1716,38304
NZ_CP101133.1,1,1719,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,2,201174,1760,85007,1653,1716,1719
NZ_CP100372.1,1,37637,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudodiphtheriticum,2,201174,1760,85007,1653,1716,37637
NZ_CP063195.1,1,38289,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium jeikeium,2,201174,1760,85007,1653,1716,38289
NZ_CP100361.1,1,43769,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium propinquum,2,201174,1760,85007,1653,1716,43769
NZ_CP024931.1,1,43770,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium striatum,2,201174,1760,85007,1653,1716,43770
NZ_AP027140.1,1,65058,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium ulcerans,2,201174,1760,85007,1653,1716,65058
MN164484.2,0,2593465,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Drexlerviridae,Guelphvirus,Escherichia virus ECH1,10239,2731618,2731619,,2731691,2732062,2593465
NZ_CP046314.1,1,29391,Bacteria,Bacillota,Bacilli,Bacillales,unclassified Bacillales family,Gemella,Gemella morbillorum,2,1239,91061,1385,,1378,29391
NZ_LR134378.1,0,47671,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Lautropia mirabilis,2,1224,28216,80840,119060,47670,47671
NC_013192.1,1,40542,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia buccalis,2,32066,203490,203491,1129771,32067,40542
OP288969.1,0,2708335,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Pangolin coronavirus,10239,2732408,2732506,76804,11118,694002,2708335
NC_045512.2,1,2697049,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Severe acute respiratory syndrome-related coronavirus,10239,2732408,2732506,76804,11118,694002,694009
NC_004718.3,1,2901879,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Severe acute respiratory syndrome-related coronavirus,10239,2732408,2732506,76804,11118,694002,694009
NZ_CP133094.1,1,287,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,2,1224,1236,72274,135621,286,287
NZ_CP117438.1,1,294,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,2,1224,1236,72274,135621,286,294
NZ_CP132330.1,1,518,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella bronchiseptica,2,1224,28216,80840,506,517,518
NZ_CP071602.1,1,519,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella parapertussis,2,1224,28216,80840,506,517,519
NZ_CP071603.1,1,35814,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella holmesii,2,1224,28216,80840,506,517,35814
AM902716.1,1,94624,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella petrii,2,1224,28216,80840,506,517,94624
NZ_CP021395.1,1,103855,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella hinzii,2,1224,28216,80840,506,517,103855
NZ_CP099728.1,1,549,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea agglomerans,2,1224,1236,91347,1903409,53335,549
NZ_CP036514.1,1,569,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia,Hafnia alvei,2,1224,1236,91347,1903412,568,569
NZ_CP063229.1,1,615,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens,2,1224,1236,91347,1903411,613,615
NZ_CP126697.1,1,1254,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,2,1239,91061,186826,33958,1253,1254
NZ_CP102534.1,1,1352,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,2,1239,91061,186826,81852,1350,1352
NZ_CP010106.1,1,1428,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,2,1239,91061,1385,186817,1386,1428
NZ_CP019962.1,1,1736,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium limosum,2,1239,186801,186802,186806,1730,1736
CAKAGO010000001.1,1,35517,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,unclassified Eubacteriales Family XIII. Incertae Sedis genus,[Eubacterium] brachy,2,1239,186801,186802,543314,,35517
AZKM01000008.1,1,35518,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,unclassified Eubacteriales Family XIII. Incertae Sedis genus,[Eubacterium] nodatum,2,1239,186801,186802,543314,,35518
NZ_CP046320.1,1,2054,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia bronchialis,2,201174,1760,85007,85026,2053,2054
NZ_JABELY010000001.1,1,263909,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia araii,2,201174,1760,85007,85026,2053,263909
NZ_CP121763.1,1,43767,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Prescottella,Prescottella equi,2,201174,1760,85007,85025,2979332,43767
NZ_AP025457.1,1,47312,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella pulmonis,2,201174,1760,85007,85028,2060,47312
NZ_CP019066.1,1,57704,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella tyrosinosolvens,2,201174,1760,85007,85028,2060,57704
NZ_CP083630.1,1,83655,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,Leclercia adecarboxylata,2,1224,1236,91347,543,83654,83655
NZ_AP018561.1,1,134821,Bacteria,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,Ureaplasma parvum,2,544448,31969,2085,2092,2129,134821
NZ_CP114997.1,1,354276,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,unclassified Enterobacter species,2,1224,1236,91347,543,547,
NC_075417.1,1,10358,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,unclassified Cytomegalovirus species,10239,2731361,2731363,548681,10292,10358,
NC_000883.2,1,10798,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Erythroparvovirus,Primate erythroparvovirus 1,10239,2732415,2732422,2732534,10780,40121,1511900
OP255990.1,1,689403,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,10239,2732415,2732422,2732534,10780,1507401,1511871
